[2026-01-17 21:30:15] LUT_lookup start: direction=forward, n_size=[1 1], value_size=[1 998]
[2026-01-17 21:30:15] LUT_lookup end.
[2026-01-24 23:23:43] LUT_lookup start: direction=inverse, n_size=[1201 4000], value_size=[1201 4000]
[2026-01-24 23:23:44] n=1: keep all 188166 values unchanged.
[2026-02-08 20:40:31] n=110: 160 below min->0, 0 above max->1, total=116456 (range=[0.0846, 1.0000]).
[2026-02-08 20:40:31] n=111: 172 below min->0, 0 above max->1, total=116192 (range=[0.0842, 1.0000]).
[2026-02-08 20:40:31] n=112: 152 below min->0, 0 above max->1, total=116862 (range=[0.0838, 1.0000]).
[2026-02-08 20:40:31] n=113: 193 below min->0, 0 above max->1, total=116804 (range=[0.0835, 1.0000]).
[2026-02-08 20:40:31] n=114: 164 below min->0, 0 above max->1, total=117098 (range=[0.0831, 1.0000]).
[2026-02-08 20:40:31] n=115: 153 below min->0, 0 above max->1, total=116217 (range=[0.0827, 1.0000]).
[2026-02-08 20:40:31] n=116: 149 below min->0, 0 above max->1, total=116367 (range=[0.0824, 1.0000]).
[2026-02-08 20:40:31] n=117: 162 below min->0, 0 above max->1, total=116947 (range=[0.0820, 1.0000]).
[2026-02-08 20:40:31] n=118: 161 below min->0, 0 above max->1, total=115999 (range=[0.0817, 1.0000]).
[2026-02-08 20:40:31] n=119: 159 below min->0, 0 above max->1, total=116609 (range=[0.0813, 1.0000]).
[2026-02-08 20:40:32] n=120: 120 below min->0, 0 above max->1, total=115675 (range=[0.0810, 1.0000]).
[2026-02-08 20:40:32] n=121: 157 below min->0, 0 above max->1, total=116340 (range=[0.0806, 1.0000]).
[2026-02-08 20:40:32] n=122: 151 below min->0, 0 above max->1, total=116460 (range=[0.0803, 1.0000]).
[2026-02-08 20:40:32] n=123: 173 below min->0, 0 above max->1, total=116114 (range=[0.0800, 1.0000]).
[2026-02-08 20:40:32] n=124: 129 below min->0, 0 above max->1, total=115641 (range=[0.0797, 1.0000]).
[2026-02-08 20:40:32] n=125: 138 below min->0, 0 above max->1, total=115436 (range=[0.0793, 1.0000]).
[2026-02-08 20:40:32] n=126: 166 below min->0, 0 above max->1, total=116573 (range=[0.0790, 1.0000]).
[2026-02-08 20:40:32] n=127: 173 below min->0, 0 above max->1, total=115598 (range=[0.0787, 1.0000]).
[2026-02-08 20:40:32] n=128: 166 below min->0, 0 above max->1, total=116301 (range=[0.0784, 1.0000]).
[2026-02-08 20:40:33] n=129: 164 below min->0, 0 above max->1, total=116180 (range=[0.0781, 1.0000]).
[2026-02-08 20:40:33] n=130: 138 below min->0, 0 above max->1, total=115615 (range=[0.0778, 1.0000]).
[2026-02-08 20:40:33] n=131: 167 below min->0, 0 above max->1, total=116166 (range=[0.0775, 1.0000]).
[2026-02-08 20:40:33] n=132: 148 below min->0, 0 above max->1, total=115752 (range=[0.0772, 1.0000]).
[2026-02-08 20:40:33] n=133: 176 below min->0, 0 above max->1, total=115333 (range=[0.0769, 1.0000]).
[2026-02-08 20:40:33] n=134: 148 below min->0, 0 above max->1, total=115704 (range=[0.0766, 1.0000]).
[2026-02-08 20:40:33] n=135: 151 below min->0, 0 above max->1, total=115131 (range=[0.0763, 1.0000]).
[2026-02-08 20:40:33] n=136: 159 below min->0, 0 above max->1, total=115414 (range=[0.0761, 1.0000]).
[2026-02-08 20:40:33] n=137: 132 below min->0, 0 above max->1, total=115056 (range=[0.0758, 1.0000]).
[2026-02-08 20:40:33] n=138: 137 below min->0, 0 above max->1, total=115139 (range=[0.0755, 1.0000]).
[2026-02-08 20:40:34] n=139: 132 below min->0, 0 above max->1, total=115969 (range=[0.0752, 1.0000]).
[2026-02-08 20:40:34] n=140: 152 below min->0, 0 above max->1, total=115401 (range=[0.0750, 1.0000]).
[2026-02-08 20:40:34] n=141: 147 below min->0, 0 above max->1, total=115067 (range=[0.0747, 1.0000]).
[2026-02-08 20:40:34] n=142: 158 below min->0, 0 above max->1, total=114663 (range=[0.0744, 1.0000]).
[2026-02-08 20:40:34] n=143: 158 below min->0, 0 above max->1, total=114939 (range=[0.0742, 1.0000]).
[2026-02-08 20:40:34] n=144: 150 below min->0, 0 above max->1, total=114919 (range=[0.0739, 1.0000]).
[2026-02-08 20:40:34] n=145: 149 below min->0, 0 above max->1, total=114226 (range=[0.0737, 1.0000]).
[2026-02-08 20:40:34] n=146: 134 below min->0, 0 above max->1, total=113919 (range=[0.0734, 1.0000]).
[2026-02-08 20:40:34] n=147: 162 below min->0, 0 above max->1, total=113183 (range=[0.0732, 1.0000]).
[2026-02-08 20:40:34] n=148: 144 below min->0, 0 above max->1, total=113249 (range=[0.0729, 1.0000]).
[2026-02-08 20:40:35] n=149: 158 below min->0, 0 above max->1, total=113984 (range=[0.0727, 1.0000]).
[2026-02-08 20:40:35] n=150: 158 below min->0, 0 above max->1, total=112552 (range=[0.0724, 1.0000]).
[2026-02-08 20:40:35] n=151: 135 below min->0, 0 above max->1, total=112547 (range=[0.0722, 1.0000]).
[2026-02-08 20:40:35] n=152: 165 below min->0, 0 above max->1, total=112700 (range=[0.0719, 1.0000]).
[2026-02-08 20:40:35] n=153: 161 below min->0, 0 above max->1, total=111834 (range=[0.0717, 1.0000]).
[2026-02-08 20:40:35] n=154: 168 below min->0, 0 above max->1, total=111683 (range=[0.0715, 1.0000]).
[2026-02-08 20:40:35] n=155: 171 below min->0, 0 above max->1, total=110514 (range=[0.0712, 1.0000]).
[2026-02-08 20:40:35] n=156: 144 below min->0, 0 above max->1, total=110359 (range=[0.0710, 1.0000]).
[2026-02-08 20:40:35] n=157: 161 below min->0, 0 above max->1, total=109464 (range=[0.0708, 1.0000]).
[2026-02-08 20:40:35] n=158: 145 below min->0, 0 above max->1, total=109470 (range=[0.0706, 1.0000]).
[2026-02-08 20:40:35] n=159: 166 below min->0, 0 above max->1, total=108050 (range=[0.0703, 1.0000]).
[2026-02-08 20:40:36] n=160: 142 below min->0, 0 above max->1, total=107389 (range=[0.0701, 1.0000]).
[2026-02-08 20:40:36] n=161: 152 below min->0, 0 above max->1, total=107359 (range=[0.0699, 1.0000]).
[2026-02-08 20:40:36] n=162: 156 below min->0, 0 above max->1, total=106183 (range=[0.0697, 1.0000]).
[2026-02-08 20:40:36] n=163: 175 below min->0, 0 above max->1, total=105313 (range=[0.0695, 1.0000]).
[2026-02-08 20:40:36] n=164: 166 below min->0, 0 above max->1, total=105232 (range=[0.0693, 1.0000]).
[2026-02-08 20:40:36] n=165: 150 below min->0, 0 above max->1, total=104472 (range=[0.0690, 1.0000]).
[2026-02-08 20:40:36] n=166: 142 below min->0, 0 above max->1, total=102766 (range=[0.0688, 1.0000]).
[2026-02-08 20:40:36] n=167: 155 below min->0, 0 above max->1, total=102657 (range=[0.0686, 1.0000]).
[2026-02-08 20:40:36] n=168: 156 below min->0, 0 above max->1, total=101075 (range=[0.0684, 1.0000]).
[2026-02-08 20:40:36] n=169: 150 below min->0, 0 above max->1, total=100378 (range=[0.0682, 1.0000]).
[2026-02-08 20:40:36] n=170: 142 below min->0, 0 above max->1, total=98454 (range=[0.0680, 1.0000]).
[2026-02-08 20:40:37] n=171: 154 below min->0, 0 above max->1, total=98351 (range=[0.0678, 1.0000]).
[2026-02-08 20:40:37] n=172: 145 below min->0, 0 above max->1, total=96629 (range=[0.0676, 1.0000]).
[2026-02-08 20:40:37] n=173: 170 below min->0, 0 above max->1, total=95091 (range=[0.0674, 1.0000]).
[2026-02-08 20:40:37] n=174: 167 below min->0, 0 above max->1, total=93849 (range=[0.0672, 1.0000]).
[2026-02-08 20:40:37] n=175: 141 below min->0, 0 above max->1, total=91908 (range=[0.0670, 1.0000]).
[2026-02-08 20:40:37] n=176: 151 below min->0, 0 above max->1, total=91120 (range=[0.0668, 1.0000]).
[2026-02-08 20:40:37] n=177: 182 below min->0, 0 above max->1, total=89144 (range=[0.0667, 1.0000]).
[2026-02-08 20:40:37] n=178: 140 below min->0, 0 above max->1, total=87188 (range=[0.0665, 1.0000]).
[2026-02-08 20:40:37] n=179: 150 below min->0, 0 above max->1, total=86681 (range=[0.0663, 1.0000]).
[2026-02-08 20:40:37] n=180: 147 below min->0, 0 above max->1, total=84982 (range=[0.0661, 1.0000]).
[2026-02-08 20:40:37] n=181: 145 below min->0, 0 above max->1, total=83033 (range=[0.0659, 1.0000]).
[2026-02-08 20:40:38] n=182: 167 below min->0, 0 above max->1, total=82041 (range=[0.0657, 1.0000]).
[2026-02-08 20:40:38] n=183: 153 below min->0, 0 above max->1, total=79483 (range=[0.0656, 1.0000]).
[2026-02-08 20:40:38] n=184: 165 below min->0, 0 above max->1, total=78491 (range=[0.0654, 1.0000]).
[2026-02-08 20:40:38] n=185: 135 below min->0, 0 above max->1, total=76212 (range=[0.0652, 1.0000]).
[2026-02-08 20:40:38] n=186: 119 below min->0, 0 above max->1, total=73889 (range=[0.0650, 1.0000]).
[2026-02-08 20:40:38] n=187: 163 below min->0, 0 above max->1, total=72184 (range=[0.0649, 1.0000]).
[2026-02-08 20:40:38] n=188: 163 below min->0, 0 above max->1, total=70918 (range=[0.0647, 1.0000]).
[2026-02-08 20:40:38] n=189: 117 below min->0, 0 above max->1, total=68952 (range=[0.0645, 1.0000]).
[2026-02-08 20:40:38] n=190: 135 below min->0, 0 above max->1, total=65958 (range=[0.0643, 1.0000]).
[2026-02-08 20:40:38] n=191: 147 below min->0, 0 above max->1, total=64893 (range=[0.0642, 1.0000]).
[2026-02-08 20:40:38] n=192: 115 below min->0, 0 above max->1, total=63136 (range=[0.0640, 1.0000]).
[2026-02-08 20:40:39] n=193: 122 below min->0, 0 above max->1, total=60424 (range=[0.0638, 1.0000]).
[2026-02-08 20:40:39] n=194: 127 below min->0, 0 above max->1, total=59022 (range=[0.0637, 1.0000]).
[2026-02-08 20:40:39] n=195: 130 below min->0, 0 above max->1, total=56601 (range=[0.0635, 1.0000]).
[2026-02-08 20:40:39] n=196: 130 below min->0, 0 above max->1, total=55046 (range=[0.0633, 1.0000]).
[2026-02-08 20:40:39] n=197: 129 below min->0, 0 above max->1, total=52902 (range=[0.0632, 1.0000]).
[2026-02-08 20:40:39] n=198: 123 below min->0, 0 above max->1, total=51141 (range=[0.0630, 1.0000]).
[2026-02-08 20:40:39] n=199: 115 below min->0, 0 above max->1, total=49311 (range=[0.0629, 1.0000]).
[2026-02-08 20:40:39] n=200: 111 below min->0, 0 above max->1, total=46934 (range=[0.0627, 1.0000]).
[2026-02-08 20:40:39] n=201: 110 below min->0, 0 above max->1, total=45228 (range=[0.0625, 1.0000]).
[2026-02-08 20:40:39] n=202: 105 below min->0, 0 above max->1, total=43114 (range=[0.0624, 1.0000]).
[2026-02-08 20:40:39] n=203: 115 below min->0, 0 above max->1, total=41093 (range=[0.0622, 1.0000]).
[2026-02-08 20:40:40] n=204: 106 below min->0, 0 above max->1, total=39090 (range=[0.0621, 1.0000]).
[2026-02-08 20:40:40] n=205: 91 below min->0, 0 above max->1, total=37153 (range=[0.0619, 1.0000]).
[2026-02-08 20:40:40] n=206: 91 below min->0, 0 above max->1, total=35476 (range=[0.0618, 1.0000]).
[2026-02-08 20:40:40] n=207: 111 below min->0, 0 above max->1, total=33480 (range=[0.0616, 1.0000]).
[2026-02-08 20:40:40] n=208: 94 below min->0, 0 above max->1, total=31588 (range=[0.0615, 1.0000]).
[2026-02-08 20:40:40] n=209: 98 below min->0, 0 above max->1, total=29808 (range=[0.0613, 1.0000]).
[2026-02-08 20:40:40] n=210: 80 below min->0, 0 above max->1, total=28005 (range=[0.0612, 1.0000]).
[2026-02-08 20:40:40] n=211: 92 below min->0, 0 above max->1, total=26184 (range=[0.0610, 1.0000]).
[2026-02-08 20:40:40] n=212: 98 below min->0, 0 above max->1, total=24405 (range=[0.0609, 1.0000]).
[2026-02-08 20:40:40] n=213: 91 below min->0, 0 above max->1, total=22955 (range=[0.0608, 1.0000]).
[2026-02-08 20:40:40] n=214: 53 below min->0, 0 above max->1, total=21098 (range=[0.0606, 1.0000]).
[2026-02-08 20:40:40] n=215: 90 below min->0, 0 above max->1, total=19311 (range=[0.0605, 1.0000]).
[2026-02-08 20:40:41] n=216: 75 below min->0, 0 above max->1, total=17519 (range=[0.0603, 1.0000]).
[2026-02-08 20:40:41] n=217: 75 below min->0, 0 above max->1, total=15567 (range=[0.0602, 1.0000]).
[2026-02-08 20:40:41] n=218: 63 below min->0, 0 above max->1, total=13975 (range=[0.0601, 1.0000]).
[2026-02-08 20:40:41] n=219: 69 below min->0, 0 above max->1, total=12496 (range=[0.0599, 1.0000]).
[2026-02-08 20:40:41] n=220: 63 below min->0, 0 above max->1, total=10494 (range=[0.0598, 1.0000]).
[2026-02-08 20:40:41] n=221: 52 below min->0, 0 above max->1, total=8985 (range=[0.0596, 1.0000]).
[2026-02-08 20:40:41] n=222: 60 below min->0, 0 above max->1, total=6895 (range=[0.0595, 1.0000]).
[2026-02-08 20:40:41] n=223: 59 below min->0, 0 above max->1, total=5459 (range=[0.0594, 1.0000]).
[2026-02-08 20:40:41] n=224: 48 below min->0, 0 above max->1, total=3897 (range=[0.0592, 1.0000]).
[2026-02-08 20:40:41] n=225: 1392 below min->0, 0 above max->1, total=3499 (range=[0.0591, 1.0000]).
[2026-02-08 20:40:41] LUT_lookup end.
